Tempo,Valor
2024-09-09 19:10:00,47.269376
2024-09-09 19:10:00,47.269376
2024-09-09 19:10:00,46.097408
2024-09-09 19:10:00,46.097408
2024-09-09 19:10:01,46.097408
2024-09-09 19:10:01,46.097408
2024-09-09 19:10:01,46.097408
2024-09-09 19:10:01,46.097408
2024-09-09 19:10:01,45.90208
2024-09-09 19:10:02,45.90208
2024-09-09 19:10:02,45.90208
2024-09-09 19:10:02,45.90208
2024-09-09 19:10:03,45.90208
2024-09-09 19:10:03,45.90208
2024-09-09 19:10:03,45.90208
2024-09-09 19:10:04,45.90208
2024-09-09 19:10:04,45.90208
2024-09-09 19:10:04,45.90208
2024-09-09 19:10:04,45.90208
2024-09-09 19:10:04,45.90208
2024-09-09 19:10:05,45.90208
2024-09-09 19:10:05,45.90208
2024-09-09 19:10:05,45.90208
2024-09-09 19:10:05,45.90208
2024-09-09 19:10:06,45.90208
2024-09-09 19:10:06,45.90208
2024-09-09 19:10:06,45.90208
2024-09-09 19:10:06,45.90208
2024-09-09 19:10:07,45.90208
2024-09-09 19:10:07,45.90208
2024-09-09 19:10:07,45.90208
2024-09-09 19:10:07,45.90208
2024-09-09 19:10:08,45.90208
2024-09-09 19:10:08,45.90208
2024-09-09 19:10:08,45.90208
2024-09-09 19:10:09,45.90208
2024-09-09 19:10:09,45.90208
2024-09-09 19:10:09,45.706752
2024-09-09 19:10:10,45.706752
2024-09-09 19:10:10,45.706752
2024-09-09 19:10:10,45.706752
2024-09-09 19:10:10,45.706752
2024-09-09 19:10:10,45.706752
2024-09-09 19:10:11,45.706752
2024-09-09 19:10:11,45.706752
2024-09-09 19:10:11,45.706752
2024-09-09 19:10:11,45.706752
2024-09-09 19:10:12,45.706752
2024-09-09 19:10:12,45.706752
2024-09-09 19:10:12,45.706752
2024-09-09 19:10:13,45.706752
2024-09-09 19:10:13,45.511424
2024-09-09 19:10:13,45.511424
2024-09-09 19:10:13,45.511424
2024-09-09 19:10:13,45.511424
2024-09-09 19:10:14,45.511424
2024-09-09 19:10:14,45.511424
2024-09-09 19:10:14,45.511424
2024-09-09 19:10:14,45.511424
2024-09-09 19:10:14,45.511424
2024-09-09 19:10:15,45.511424
2024-09-09 19:10:15,45.511424
2024-09-09 19:10:15,45.511424
2024-09-09 19:10:15,45.511424
2024-09-09 19:10:16,45.511424
2024-09-09 19:10:16,45.511424
2024-09-09 19:10:16,45.511424
2024-09-09 19:10:16,45.511424
2024-09-09 19:10:16,45.511424
2024-09-09 19:10:17,45.511424
2024-09-09 19:10:17,45.706752
2024-09-09 19:10:17,45.706752
2024-09-09 19:10:17,45.706752
2024-09-09 19:10:17,45.706752
2024-09-09 19:10:18,45.706752
2024-09-09 19:10:18,45.706752
2024-09-09 19:10:18,45.706752
2024-09-09 19:10:19,45.706752
2024-09-09 19:10:19,45.706752
2024-09-09 19:10:19,45.706752
2024-09-09 19:10:19,45.706752
2024-09-09 19:10:19,45.706752
2024-09-09 19:10:20,45.706752
2024-09-09 19:10:20,45.706752
2024-09-09 19:10:20,45.706752
2024-09-09 19:10:20,45.706752
2024-09-09 19:10:21,45.706752
2024-09-09 19:10:21,45.706752
2024-09-09 19:10:21,45.706752
2024-09-09 19:10:21,45.706752
2024-09-09 19:10:22,45.706752
2024-09-09 19:10:22,45.706752
2024-09-09 19:10:22,45.706752
2024-09-09 19:10:23,45.706752
2024-09-09 19:10:23,45.804416
2024-09-09 19:10:23,45.804416
2024-09-09 19:10:23,45.804416
2024-09-09 19:10:23,45.804416
2024-09-09 19:10:24,45.804416
2024-09-09 19:10:24,45.804416
2024-09-09 19:10:24,45.804416
2024-09-09 19:10:24,45.804416
2024-09-09 19:10:25,45.804416
2024-09-09 19:10:25,45.804416
2024-09-09 19:10:25,45.804416
2024-09-09 19:10:25,45.804416
2024-09-09 19:10:26,45.804416
2024-09-09 19:10:26,45.804416
